transcript	gene	chr	tx_start	tx_end	bp	n_exons	p_all	p_syn	p_mis	p_lof
ENST00000296277.4	RPL39L	3	186838932	186839088	156	1	4.22939661984335e-06	7.87946194843348e-07	2.683206538e-06	7.58243887e-07
ENST00000454309.2	FGF12	3	191861797	192126012	732	5	2.70986375312419e-05	7.11751588974192e-06	1.7594592578e-05	2.3865290635e-06
ENST00000265239.6	IQCG	3	197616450	197672498	1332	10	3.77468197519311e-05	9.93812283093114e-06	2.4020643676e-05	3.788053245e-06
ENST00000346964.2	DLG1	3	196771493	197024075	2781	25	8.06265888704398e-05	1.81901451114398e-05	5.0197619802e-05	1.2238823957e-05
ENST00000409690.3	CEP19	3	196434421	196435540	504	2	1.45634400203885e-05	3.20460009588846e-06	8.96268527400002e-06	2.3961546505e-06
ENST00000464167.1	RPL35A	3	197677838	197682644	333	4	1.16413700160106e-05	2.39874332351056e-06	7.19677053000002e-06	2.0458561625e-06
ENST00000296328.4	UBXN7	3	196083555	196159270	1470	11	4.44058034390118e-05	1.1139953008012e-05	2.89404238159998e-05	4.325426615e-06
ENST00000412723.1	PIGZ	3	196674027	196678902	1740	2	6.129883486935e-05	1.89856639028498e-05	3.87245140500002e-05	3.5886569165e-06
ENST00000439040.1	ATP13A3	3	194126647	194182919	3681	31	0.00010055291038794	2.459859872044e-05	6.53239068339996e-05	1.06304048335e-05
ENST00000343267.3	APOD	3	195295770	195306332	570	4	1.90648140809557e-05	6.33257526845568e-06	1.134662957e-05	1.3856092425e-06
ENST00000342358.4	ATP13A5	3	192992830	193096514	3657	30	9.951806395624e-05	2.592363158624e-05	6.2734823328e-05	1.0859609042e-05
ENST00000339051.1	OSTN	3	190930321	190967910	402	3	9.65720020763282e-06	2.30793775113282e-06	6.308308974e-06	1.0409534825e-06
ENST00000296326.3	ZDHHC19	3	195925165	195938186	930	7	3.25599107063859e-05	9.98949643396821e-06	2.02466382218712e-05	2.32377605054648e-06
ENST00000334859.4	LRCH3	3	197518149	197598342	2139	19	8.08124017902652e-05	2.22716041847656e-05	4.94891207579996e-05	9.0516768475e-06
ENST00000287641.3	SST	3	187386852	187388079	351	2	4.62713093485579e-06	1.43544960306159e-06	2.81898749047644e-06	3.72693841317769e-07
ENST00000392452.2	MB21D2	3	192516174	192635629	1476	2	4.68824940936875e-05	1.27471005671875e-05	3.1011340028e-05	3.1240534985e-06
ENST00000345063.3	TPRG1	3	188925173	189038609	828	5	2.3635986177137e-05	5.98104817213706e-06	1.572906866e-05	1.925869345e-06
ENST00000397537.2	SMCO1	3	196234757	196242080	645	3	1.78350239706071e-05	4.7735537106071e-06	1.182201863e-05	1.23945163e-06
ENST00000392379.1	BDH1	3	197238765	197273314	1032	6	4.17344517174155e-05	1.17924446189155e-05	2.6893271324e-05	3.0487357745e-06
ENST00000361908.3	OPA1	3	193311166	193409916	2994	29	8.95955663192171e-05	1.94012731367173e-05	5.66553922219998e-05	1.35389009605e-05
ENST00000358241.1	RTP2	3	187416285	187419916	678	2	2.76083588375627e-05	8.23347869206276e-06	1.7649037192e-05	1.7258429535e-06
ENST00000312295.4	RTP1	3	186915303	186917858	792	2	3.54900584726768e-05	1.05982698136768e-05	2.2742750348e-05	2.149038311e-06
ENST00000406870.2	BCL6	3	187440245	187451481	2121	8	7.4515525971376e-05	1.8498217901876e-05	4.967548787e-05	6.3418201995e-06
ENST00000312675.4	LPP	3	188123908	188592267	1839	9	5.79739208508296e-05	1.53020470373296e-05	3.7162508588e-05	5.5093652255e-06
ENST00000296327.5	SLC51A	3	195943583	195960070	1023	9	3.37459090566598e-05	1.00929353616598e-05	2.0116109684e-05	3.536864011e-06
ENST00000296350.5	MFI2	3	196730242	196756573	2217	16	0.000100628806532827	3.39265615440275e-05	6.11377323837537e-05	5.56451260504561e-06
ENST00000292823.2	PCYT1A	3	195965558	195997402	1104	8	3.87410078530048e-05	1.03578400575048e-05	2.3880003704e-05	4.5031640915e-06
ENST00000317757.3	IL1RAP	3	190282078	190374396	2064	10	2.47720288375282e-05	6.06753034768822e-06	1.65303318045827e-05	2.17416668525724e-06
ENST00000354905.2	TMEM207	3	190147383	190167598	441	5	1.25489388574369e-05	3.35911767943688e-06	7.655353138e-06	1.53446804e-06
ENST00000381916.2	TNK2	3	195591051	195622287	3261	15	0.000115475158767011	3.53618018583809e-05	7.27823489682032e-05	7.33100794042674e-06
ENST00000273695.3	TM4SF19	3	196050687	196054461	630	4	1.98745830905493e-05	5.77635430754926e-06	1.2155321474e-05	1.942907309e-06
ENST00000392456.3	CCDC50	3	191047463	191109549	1449	12	2.89971148805419e-05	6.30295220604196e-06	1.8069535356e-05	4.6246273185e-06
ENST00000328557.4	NRROS	3	196381410	196388593	2079	2	8.27358444611652e-05	2.72356116966652e-05	5.2080485384e-05	3.4197473805e-06
ENST00000319332.5	LEPREL1	3	189675700	189838520	2127	15	8.47819015454956e-05	2.29922577479954e-05	5.35388552120002e-05	8.25078858550002e-06
ENST00000327134.3	PAK2	3	196509517	196555276	1575	14	4.5274444146671e-05	1.15813089501712e-05	2.86741057799998e-05	5.0190294165e-06
ENST00000442080.1	GMNC	3	190573083	190580404	1005	5	1.16228410358499e-05	3.33748681211447e-06	7.10597686640727e-06	1.17937735732815e-06
ENST00000295522.3	CLDN1	3	190026065	190039995	636	4	2.34271956329273e-05	7.5241600414273e-06	1.3980635944e-05	1.9223996475e-06
ENST00000310074.7	TADA2B	4	7045306	7056781	1263	2	6.21049616692133e-05	1.96267394037133e-05	3.9194016976e-05	3.2842052895e-06
ENST00000322224.4	MFSD7	4	675746	682916	1680	10	4.30388615849307e-05	1.45177532829259e-05	2.59009624592451e-05	2.62014584275962e-06
ENST00000281243.5	QDPR	4	17488753	17513677	735	7	2.96128306125388e-05	9.07481941553878e-06	1.7738760802e-05	2.799250395e-06
ENST00000382487.4	GPR78	4	8582709	8589090	1092	3	5.15860571085527e-05	1.77739026238434e-05	3.19708741864323e-05	1.84128029827691e-06
ENST00000424120.1	CC2D2A	4	15477556	15603048	4863	36	0.000144599522729065	3.5100532928566e-05	8.94124954659994e-05	2.00864943345e-05
ENST00000308973.4	TLR10	4	38774775	38777211	2436	1	5.97212201462221e-05	1.53273892397223e-05	3.77696422879998e-05	6.6241886185e-06
ENST00000226951.6	CLNK	4	10492090	10669493	1287	18	3.61840663757889e-05	9.19289314478894e-06	2.2755629586e-05	4.235543645e-06
ENST00000265018.3	FAM184B	4	17634154	17782922	3183	18	3.9956168706134e-05	1.14833279933189e-05	2.47178212244895e-05	3.75501948832555e-06
ENST00000447017.2	ABLIM2	4	7968716	8160416	1938	21	8.11962005940136e-05	2.39480549460136e-05	4.8644877184e-05	8.603268464e-06
ENST00000433731.2	RNF212	4	1066661	1107252	894	10	1.05502339386206e-05	3.35653962720123e-06	6.17764547752356e-06	1.01604883389581e-06
ENST00000337872.4	ZBTB49	4	4301672	4323043	2298	7	7.32650221551238e-05	2.1209777988124e-05	4.59869673219998e-05	6.068276845e-06
ENST00000340083.5	DOK7	4	3465102	3495228	1515	7	2.226019502626e-05	7.47624275427556e-06	1.35824789036991e-05	1.20147336828534e-06
ENST00000320912.4	MRFAP1	4	6642589	6642973	384	1	2.30871361656932e-05	8.22085526969322e-06	1.4112226756e-05	7.5405414e-07
ENST00000420658.1	AFAP1	4	7765491	7873805	2445	17	8.56500580047684e-05	2.71830456837684e-05	5.2007829158e-05	6.459183163e-06
ENST00000506197.2	SMIM20	4	25915935	25930813	204	3	3.65966338101474e-06	1.04727028395465e-06	2.37679491050584e-06	2.35598186554259e-07
ENST00000282908.5	STK32B	4	5053590	5500810	1245	12	4.42171472335914e-05	1.27495922540914e-05	2.7135982338e-05	4.3315726415e-06
ENST00000265016.4	BST1	4	15704767	15733468	957	9	9.62349254096397e-06	2.71152711892506e-06	5.85815923800778e-06	1.05380618403113e-06
ENST00000361661.2	SLC26A1	4	982620	985491	2106	2	2.82063133792087e-05	9.39586899577666e-06	1.75365230766694e-05	1.27392130676265e-06
ENST00000496514.1	PDE6B	4	619415	663896	2565	22	0.000113533413561428	3.66485344369274e-05	6.92152383440006e-05	7.6696407805e-06
ENST00000326756.3	ZNF518B	4	10444727	10447952	3225	1	8.48503795089084e-05	2.27067307119088e-05	5.61489963079996e-05	5.994652489e-06
ENST00000226760.1	WFS1	4	6279182	6304195	2673	7	0.000122145691869704	4.04860636312032e-05	7.60886404200004e-05	5.5709878185e-06
ENST00000296358.4	OTOP1	4	4190529	4228591	1839	6	7.28957907577108e-05	2.30306784837108e-05	4.5280900994e-05	4.58421128e-06
ENST00000531445.1	C4orf50	4	5961101	5991498	2253	7	1.82621850112652e-05	5.57397836996304e-06	1.14855391169598e-05	1.20266752434241e-06
ENST00000504154.1	SLIT2	4	20255438	20620632	4590	37	0.000146733808949414	3.85876622924136e-05	9.36585460300002e-05	1.4487600627e-05
ENST00000334879.1	DEFB131	4	9446259	9452240	213	2	4.93762719750251e-06	1.29094018500251e-06	3.164997908e-06	4.816891045e-07
ENST00000334304.5	GPR125	4	22389327	22517407	3966	19	0.000137747279809674	3.92789752051736e-05	8.61821927680002e-05	1.22861118365e-05
ENST00000409021.3	JAKMIP1	4	6027954	6114577	2496	20	8.59126209436934e-05	2.59066903606934e-05	5.3041423746e-05	6.96450683700002e-06
ENST00000358869.2	FAM114A1	4	38879699	38945178	1692	13	4.93013524677344e-05	1.47272794782346e-05	3.06362495479998e-05	3.9378234415e-06
ENST00000382882.3	NELFA	4	1985045	2010719	1620	11	2.76904015698071e-05	9.57964431797045e-06	1.66554475401765e-05	1.45530971166018e-06
ENST00000453061.2	PIGG	4	493124	533158	2952	13	0.0001057136611351	3.44759149216002e-05	6.43996683399998e-05	6.8380778735e-06
ENST00000313288.4	TACC3	4	1725148	1746740	2517	15	8.7364238708485e-05	2.8723093239485e-05	5.3284637608e-05	5.35650786099998e-06
ENST00000416614.2	NOP14	4	2940557	2965046	2574	18	9.55982844420264e-05	2.84470960695266e-05	5.79783378339998e-05	9.1728505385e-06
ENST00000503393.2	SH3BP2	4	2819950	2835561	1857	13	6.2219534500064e-05	1.91952983900148e-05	3.86087240893695e-05	4.41551202067964e-06
ENST00000304374.2	DRD5	4	9783653	9785087	1434	1	6.85180209419284e-05	2.30893077104284e-05	4.251745276e-05	2.9112604715e-06
ENST00000456874.2	DTHD1	4	36285701	36345446	2346	9	2.0526503871559e-05	5.08367567833937e-06	1.35123127744453e-05	1.93051541877432e-06
ENST00000356406.5	ACOX3	4	8368687	8418248	2103	17	8.72412247404452e-05	2.73156282289452e-05	5.3138234784e-05	6.7873617275e-06
ENST00000405303.2	TAPT1	4	16164930	16228080	1704	14	2.52762001331654e-05	7.30377822028171e-06	1.56607240553394e-05	2.31169785754431e-06
ENST00000251496.2	NCAPG	4	17812700	17845048	3048	21	7.88708406552894e-05	2.02672101677896e-05	5.04287602119998e-05	8.1748702755e-06
ENST00000304523.5	LDB2	4	16504265	16900108	1122	8	3.75793545723684e-05	1.10279971078684e-05	2.2435617112e-05	4.1157403525e-06
ENST00000503585.1	PACRGL	4	20706104	20728964	747	8	4.83518431190183e-06	1.31429117987588e-06	2.85464761714139e-06	6.66245514884565e-07
ENST00000261438.5	KLF3	4	38682246	38698884	1038	5	3.60429058524996e-05	1.03009994129998e-05	2.32476053959998e-05	2.4943010435e-06
ENST00000343470.4	LYAR	4	4269615	4285469	1140	8	3.22268727700171e-05	9.00314599101708e-06	2.0232266634e-05	2.991460145e-06
ENST00000382674.2	EVC	4	5713107	5812764	2979	21	0.000118338092722263	3.63486199842626e-05	7.27152772340002e-05	9.27419550400002e-06
ENST00000284437.6	C4orf19	4	37590489	37592622	945	2	2.5274525284732e-05	7.68641951623208e-06	1.5858614442e-05	1.7294913265e-06
ENST00000382120.3	SOD3	4	24801143	24801866	723	1	1.35160258238562e-05	4.9435395466085e-06	8.13656957525292e-06	4.35916701994812e-07
ENST00000421177.2	NSG1	4	4389356	4419162	558	4	2.40926355296341e-05	7.93987911013412e-06	1.4927828804e-05	1.2249276155e-06
ENST00000422728.2	FAM200B	4	15688600	15690574	1974	1	1.64012332534082e-05	3.86071320268971e-06	1.10491672074967e-05	1.49135284322179e-06
ENST00000307746.4	CYTL1	4	5016877	5021172	411	4	1.18992412018797e-05	3.75540321087471e-06	7.42516505995416e-06	7.186729310508e-07
ENST00000399878.3	SEL1L3	4	25750046	25864458	3399	24	0.000108256499058496	3.0499835566496e-05	6.68042901259998e-05	1.0952373366e-05
ENST00000543491.1	PCDH7	4	30723044	31144471	3768	3	0.000171091576593177	5.81895221486764e-05	0.000105915545932	6.9865085125e-06
ENST00000511600.1	RNF4	4	2492220	2515546	573	7	2.03418415847753e-05	5.36600880927532e-06	1.3332824936e-05	1.6430078395e-06
ENST00000324803.4	CRIPAK	4	1388299	1389640	1341	1	7.08815754996524e-05	2.10133610576528e-05	4.49660713399996e-05	4.902143102e-06
ENST00000273814.3	DGKQ	4	954407	967270	2829	23	5.17206629019369e-05	1.7428813630467e-05	3.1501547649683e-05	2.79030162178686e-06
ENST00000303965.4	ARAP2	4	36069528	36231108	5115	32	0.00013412498309521	3.21886059012106e-05	8.46622780519996e-05	1.7274099142e-05
ENST00000382226.5	LCORL	4	17885342	18023374	1809	7	2.27704045581928e-05	5.43678807397321e-06	1.44040394483355e-05	2.92957703588413e-06
ENST00000245105.3	SH3TC1	4	8206921	8242682	4011	17	0.000169295277535372	5.43289197118716e-05	0.000105163901594001	9.80245622950002e-06
ENST00000382114.4	LGI2	4	25005072	25032315	1638	8	6.0527451224797e-05	1.8685935712297e-05	3.7696064346e-05	4.1454511665e-06
ENST00000302787.2	LETM1	4	1816150	1857677	2220	14	8.75577611788068e-05	2.67139127163068e-05	5.5794190018e-05	5.0496584445e-06
ENST00000454158.2	RELL1	4	37633009	37687909	816	6	3.42098236183495e-05	1.08709205948495e-05	2.203943031e-05	1.2994727135e-06
ENST00000336812.4	DHX15	4	24529546	24586016	2388	14	7.43051700956573e-05	1.60110014006573e-05	4.7722544008e-05	1.0571624687e-05
ENST00000264867.2	PPARGC1A	4	23797444	23891580	2397	13	7.35929883122683e-05	1.95135305527683e-05	4.6798308054e-05	7.2811497055e-06
ENST00000320776.3	BLOC1S4	4	6717936	6718590	654	1	1.06546008495513e-05	4.0267378055306e-06	6.36020922903243e-06	2.67653814988327e-07
ENST00000362003.5	PCGF3	4	727469	759867	729	8	1.21117437636014e-05	3.90548522858195e-06	7.39391081971467e-06	8.12347715304799e-07
ENST00000310085.4	CCDC96	4	7042997	7044665	1668	1	7.54508807291324e-05	2.46791908191322e-05	4.57534292840002e-05	5.018260626e-06
ENST00000306200.2	STX18	4	4421760	4543691	1008	11	3.75247527988144e-05	9.9879561633144e-06	2.2961861382e-05	4.5749352535e-06
ENST00000381967.4	PGM2	4	37828354	37863233	1839	14	5.45881742515086e-05	1.44526757815088e-05	3.32611914739998e-05	6.874306996e-06
ENST00000500728.2	LRPAP1	4	3514700	3534139	1074	8	1.80927111912358e-05	6.22333397113591e-06	1.09049487013385e-05	9.64428518761349e-07
ENST00000304312.4	ATP5I	4	666288	668036	210	4	2.24660083459891e-06	6.42616927291517e-07	1.437789894869e-06	1.66194012438392e-07
ENST00000382051.3	SLC34A2	4	25664122	25678371	2073	12	7.58885751948792e-05	2.39615829923792e-05	4.7396632352e-05	4.5303598505e-06
ENST00000264954.4	GRPEL1	4	7062588	7069759	654	4	2.14819105599436e-05	6.24515172044358e-06	1.3342772044e-05	1.8939867955e-06
ENST00000264771.4	TMEM175	4	941527	952284	1515	10	6.94653376318466e-05	2.30327581778466e-05	4.2591648728e-05	3.840930726e-06
ENST00000504487.1	CCDC149	4	24810010	24914501	1590	12	2.31023545758381e-05	6.80124224812513e-06	1.40133981461306e-05	2.28771418158236e-06
ENST00000355072.5	HTT	4	3076552	3241786	9429	67	0.000317278736946425	9.40447308849298e-05	0.000195251074597995	2.79829314635e-05
ENST00000315368.3	ANAPC4	4	25379049	25420004	2427	28	6.64091755052529e-05	1.57332135527531e-05	4.17064675579998e-05	8.96949439450002e-06
ENST00000290974.2	ZFYVE28	4	2272451	2420050	2664	13	0.000116924887480688	3.89298865247155e-05	7.22866124629833e-05	5.70838849298962e-06
ENST00000226299.4	LAP3	4	17579088	17609212	1560	13	5.27538364858497e-05	1.52835507853499e-05	3.30103634459998e-05	4.4599222545e-06
ENST00000389851.4	UVSSA	4	1341879	1379749	2130	13	9.05186713580418e-05	2.70397072345416e-05	5.84803665180002e-05	4.9985976055e-06
ENST00000538197.1	CPEB2	4	15004297	15068004	3105	12	3.902453015436e-05	1.35038001446762e-05	2.31154906231079e-05	2.40523938657588e-06
ENST00000302874.4	ZCCHC4	4	25314431	25370786	1542	13	4.59953539504648e-05	1.1768257784965e-05	2.85507932399998e-05	5.6763029255e-06
ENST00000243706.4	HAUS3	4	2233653	2242673	1812	4	4.30742437167542e-05	1.09482566432544e-05	2.73574318799998e-05	4.7685551935e-06
ENST00000237380.7	MED28	4	17616277	17625421	537	4	1.83349553089785e-05	6.00661424597844e-06	1.0627048536e-05	1.701292527e-06
ENST00000226279.3	CD38	4	15780037	15850225	903	8	3.03918216904071e-05	8.37902232540714e-06	1.927905747e-05	2.733741895e-06
ENST00000382333.1	FGFBP1	4	15937550	15938255	705	1	1.67145666292179e-05	4.55087861621786e-06	1.1040577312e-05	1.123110701e-06
ENST00000002596.5	HS3ST1	4	11400705	11401629	924	1	4.57708024309705e-05	1.53330108829705e-05	2.8111502362e-05	2.326289186e-06
ENST00000259989.6	FGFBP2	4	15964080	15964752	672	1	2.16835700814666e-05	5.81871521346658e-06	1.36053165e-05	2.259538368e-06
ENST00000309447.5	KIAA1239	4	37246689	37448839	5229	7	6.52531161585745e-05	1.80298910284404e-05	4.19861975849547e-05	5.23702754517943e-06
ENST00000382247.1	DCAF16	4	17805113	17805764	651	1	1.58809649178243e-05	3.7712577298243e-06	1.0124354608e-05	1.98535258e-06
ENST00000382152.2	KCNIP4	4	20731704	21950254	753	9	1.88580008936208e-05	4.82746246312074e-06	1.23222724640001e-05	1.7082659665e-06
ENST00000337190.2	MXD4	4	2252270	2263707	630	6	2.36270985782423e-05	7.46114647455229e-06	1.45184767049546e-05	1.64747539873541e-06
ENST00000319098.4	PSAPL1	4	7435040	7436606	1566	1	5.56876951703744e-05	1.78971398337445e-05	3.46127036097881e-05	3.17785172684176e-06
ENST00000285599.3	MAN2B2	4	6576937	6623012	3030	19	0.000135667154345629	4.14862478661288e-05	8.46798495380002e-05	9.50105694150002e-06
ENST00000296370.3	S100P	4	6695659	6698769	288	2	1.01915430152858e-05	3.20265343178584e-06	6.125494352e-06	8.633952315e-07
ENST00000290921.6	CTBP1	4	1206027	1242743	1323	9	1.6745219495842e-05	5.55347697041262e-06	1.02433618899923e-05	9.48380635437095e-07
ENST00000419098.1	ZNF732	4	264887	299099	1758	4	3.03405326028539e-05	7.674511136949e-06	2.0000106666013e-05	2.66591479989192e-06
ENST00000504108.1	KLHL5	4	39064134	39122686	2268	11	5.74832055480476e-05	1.39505302295478e-05	3.72827167499998e-05	6.2499585685e-06
ENST00000324666.5	FAM193A	4	2632731	2733595	3798	18	0.000121348672902094	3.65860553655934e-05	7.67365262180002e-05	8.02609131850002e-06
ENST00000320848.6	MRFAP1L1	4	6710972	6711356	384	1	2.0353751067266e-05	7.05173935026598e-06	1.2091114336e-05	1.210897381e-06
ENST00000240499.7	ZNF141	4	331772	367651	1425	4	3.38813921915477e-05	7.95186267054788e-06	2.29018471939998e-05	3.027682327e-06
ENST00000295297.4	C1QTNF7	4	15341818	15444423	891	3	2.51384890517405e-05	7.56792721474046e-06	1.6143699758e-05	1.426862079e-06
ENST00000382723.4	MSX1	4	4861626	4864870	912	2	1.39020964199369e-05	5.24730935068915e-06	8.32072237025162e-06	3.34064698996109e-07
ENST00000382895.3	WHSC1	4	1902381	1980636	4098	21	0.000142802748461759	4.12271080697586e-05	8.96795754760002e-05	1.1896064916e-05
ENST00000303400.4	MAEA	4	1283701	1332957	1191	9	5.65203794469531e-05	1.75946171859533e-05	3.55068002799998e-05	3.418961981e-06
ENST00000382936.3	TMEM129	4	1718906	1722564	1089	4	1.31714176109249e-05	3.96848770641651e-06	8.48993724921401e-06	7.12992655294423e-07
ENST00000307358.2	HTRA3	4	8271695	8307863	1362	9	3.83117490220971e-05	1.30349650005854e-05	2.35861417703372e-05	1.69064225117445e-06
ENST00000409757.4	TBC1D14	4	6925116	7032119	2082	13	7.6971007272388e-05	2.25943592038882e-05	4.63232262199998e-05	8.05342184850002e-06
ENST00000438480.2	MSANTD1	4	3250949	3257692	837	3	1.12352317690481e-05	3.71848075765771e-06	7.06928497050065e-06	4.47466040889754e-07
ENST00000511833.2	ZNF721	4	435483	466397	2772	2	6.88174323134642e-05	1.83755257519642e-05	4.5492564838e-05	4.9493417235e-06
ENST00000389737.4	TRMT44	4	8442549	8477728	2274	11	2.97231850563344e-05	8.86776161402661e-06	1.84146345079568e-05	2.44078893435106e-06
ENST00000340107.4	FGFR3	4	1795661	1808989	2427	17	0.000115351917872292	3.8241606758292e-05	7.03168273977382e-05	6.79348371626135e-06
ENST00000510224.1	PROM1	4	15972689	16077529	2598	26	7.78429103796808e-05	2.11363321016808e-05	4.7968254286e-05	8.738323992e-06
ENST00000344408.5	EVC2	4	5564574	5710240	3927	22	0.000136769954275907	3.95972911779064e-05	8.40734783560004e-05	1.3099184742e-05
ENST00000330055.5	ADRA2C	4	3768333	3769722	1389	1	2.50314305185916e-05	8.91613559164209e-06	1.51407250742828e-05	9.74569852666666e-07
ENST00000247933.4	IDUA	4	980872	998181	1962	14	3.12550724742509e-05	1.05272169895427e-05	1.89422685868224e-05	1.78558689788586e-06
ENST00000360986.4	CPZ	4	8594560	8621344	1959	11	8.99159764644334e-05	2.86542627074334e-05	5.6630978482e-05	4.630735275e-06
ENST00000254742.2	TMEM128	4	4239562	4249352	426	4	1.6775233373825e-05	4.66976320632496e-06	1.0464548936e-05	1.6409212315e-06
ENST00000382774.3	HGFAC	4	3443728	3451146	1968	14	8.74014086023777e-05	2.86066999806199e-05	5.40114445773344e-05	4.78326404442348e-06
ENST00000314167.4	GAK	4	843460	925975	3936	28	0.000170068849242099	5.6324978236098e-05	0.000103604370768001	1.0139500238e-05
ENST00000398484.2	FGFRL1	4	1006273	1019135	1515	6	6.47431399167013e-05	2.11808601100792e-05	4.03507432552858e-05	3.21153655133636e-06
ENST00000315423.7	TNIP2	4	2743983	2758016	1290	6	6.43168412169168e-05	2.00897179884168e-05	3.8485129356e-05	5.7419938725e-06
ENST00000264866.4	TBC1D19	4	26585815	26756569	1581	21	4.23637095255789e-05	9.44320055207894e-06	2.6184396878e-05	6.7361120955e-06
ENST00000261439.4	TBC1D1	4	37903716	38138956	3507	19	0.000123218098476265	3.48944179677648e-05	7.57159351880002e-05	1.26077453205e-05
ENST00000344733.5	RGS12	4	3317897	3441411	4344	17	0.000179645618918989	5.66828353644886e-05	0.000111763195172001	1.11995883825e-05
ENST00000341285.3	FBXL5	4	15607345	15656910	2076	11	5.64447309918467e-05	1.44710328078467e-05	3.6054598536e-05	5.919099648e-06
ENST00000511885.2	POLN	4	2073840	2230958	2703	24	7.68382895596684e-05	2.04693140621686e-05	4.81230814879998e-05	8.2458940095e-06
ENST00000295589.3	CCKAR	4	26483259	26491889	1287	5	4.69663522124628e-05	1.38414389719628e-05	3.1011592198e-05	2.1133210425e-06
ENST00000511148.2	CLRN2	4	17516889	17528705	699	3	2.83110430537071e-05	9.34141428820714e-06	1.6697790454e-05	2.2718383115e-06
ENST00000324989.7	CRMP1	4	5823486	5894696	2061	14	6.74403996070947e-05	2.20451394306031e-05	4.1523472153048e-05	3.87178802344358e-06
ENST00000304062.6	CPLX1	4	780288	818310	405	3	2.10068880076057e-05	6.8603700896057e-06	1.2749809706e-05	1.396708212e-06
ENST00000382438.5	NKX3-2	4	13543616	13546038	1002	2	1.96996660105068e-05	7.29557830250008e-06	1.19197122109935e-05	4.84375497013186e-07
ENST00000307659.5	KIAA0232	4	6826180	6882693	4188	8	0.000108688391234389	2.82410008918892e-05	6.93150297679998e-05	1.11323605745e-05
ENST00000264864.6	PI4K2B	4	25235785	25278809	1446	10	4.85041099750054e-05	1.45839069370056e-05	3.00804884219998e-05	3.839714616e-06
ENST00000436693.2	TLR6	4	38828703	38831094	2391	1	5.93516732377423e-05	1.62570093202425e-05	3.91291467039998e-05	3.9655172135e-06
ENST00000264758.7	ADD1	4	2877642	2930250	2307	14	7.44446765181278e-05	2.19333876771278e-05	4.6651695852e-05	5.859592989e-06
ENST00000329687.4	MFSD10	4	2932564	2935650	1368	12	3.9118608211318e-05	1.26624196266608e-05	2.4486744200422e-05	1.96944438423519e-06
ENST00000342295.1	RBPJ	4	26322378	26432629	1503	11	4.51632372903555e-05	1.03631460048555e-05	2.6632043666e-05	8.1680476195e-06
ENST00000040738.5	BOD1L1	4	13571634	13629211	9156	26	0.000245980962351192	6.78320780656918e-05	0.000158645194846001	1.95036894395e-05
ENST00000264784.3	SLC2A9	4	9828020	10023053	1623	12	5.58975970368566e-05	1.74987825373568e-05	3.51165416879998e-05	3.2822728115e-06
ENST00000382103.2	SEPSECS	4	25125552	25161991	1506	11	4.46801445455337e-05	1.07006629320337e-05	2.843523707e-05	5.5442445435e-06
ENST00000398052.4	GRK4	4	2965797	3042352	1737	16	5.388729141355e-05	1.49513800480502e-05	3.33129820599998e-05	5.6229293055e-06
ENST00000400159.2	MYL5	4	671815	675783	522	7	6.67449041792396e-06	2.2374358078617e-06	3.91512676918288e-06	5.21927840879377e-07
ENST00000335585.5	PPP2R2C	4	6325028	6383573	1344	9	5.91954020636625e-05	1.79027398746625e-05	3.7838221912e-05	3.454440277e-06
ENST00000330852.5	RAB28	4	13370181	13485774	666	7	1.89897888939944e-05	5.03544177699436e-06	1.1713829336e-05	2.240517781e-06
ENST00000195455.2	C4orf6	4	5527057	5528058	282	2	6.99376855529641e-06	1.63536598379641e-06	4.812866366e-06	5.455362055e-07
ENST00000499869.2	WDR1	4	10077001	10118290	1821	15	8.16843838049786e-05	2.88843562029786e-05	4.7778070572e-05	5.02195703e-06
ENST00000526473.2	ZNF595	4	53382	60296	279	4	7.02830530588436e-06	1.73667142538436e-06	4.514672428e-06	7.769614525e-07
ENST00000308979.2	TLR1	4	38798091	38800452	2361	1	5.7617145179507e-05	1.60740954490072e-05	3.76558903299998e-05	3.8871594005e-06
ENST00000507866.2	SORCS2	4	7194373	7741991	3480	27	0.000116634545213399	3.85298274857236e-05	7.07067192223741e-05	7.39799850530157e-06
ENST00000381938.3	TMEM156	4	38972689	39033933	891	6	2.1942232062045e-05	5.82983764454492e-06	1.4256084782e-05	1.8563096355e-06
ENST00000504686.1	PTTG2	4	37962055	37962631	576	1	1.58091442266997e-05	4.15834311319964e-06	1.022408967e-05	1.4267114435e-06
ENST00000290902.5	SPON2	4	1161259	1165859	996	5	5.14783697768855e-05	1.88115810429356e-05	3.01484389526935e-05	2.51834978125638e-06
ENST00000226317.5	CXCL6	4	74702467	74703358	345	4	1.70089702545944e-05	5.99318849009442e-06	1.0385040264e-05	6.307415005e-07
ENST00000237654.4	CCNI	4	77969371	77987515	1134	6	2.69422967889898e-05	6.61383838848974e-06	1.8186054602e-05	2.1424037985e-06
ENST00000359707.4	G3BP2	4	76570613	76587209	1449	11	4.43368441527789e-05	9.11780283677888e-06	2.982029632e-05	5.398744996e-06
ENST00000324439.5	RCHY1	4	76407747	76439496	786	9	2.50413830340839e-05	5.6863469610839e-06	1.5729121242e-05	3.625914831e-06
ENST00000313860.7	LIMCH1	4	41362857	41699202	3252	27	3.70256286587262e-05	1.00927090267962e-05	2.30274992704142e-05	3.90542036151578e-06
